employee_id,age,salary,tenure_years,performance_score,projects_completed,satisfaction_rating,department,region,employment_status,education_level,job_level,gender,hire_date,phone_extension
EMP01056,47.3,54689.5,7.59,96.68,7.0,5.0,Engineering,East,Inactive,Master,Junior,Male,2014-11-26,4213
EMP01504,43.6,71224.06,1.55,58.15,8.0,3.0,Legal,North,Active,High School,Mid,Female,2019-07-27,1503
EMP01097,41.0,,0.66,61.88,5.0,5.0,Sales,South,Active,Bachelor,Senior,Male,2014-08-10,6374
EMP01142,51.1,110224.86,1.31,88.33,7.0,3.0,Engineering,Central,Active,,Mid,,2015-09-04,3090
EMP01074,34.4,51160.68,2.52,40.33,3.0,5.0,Engineering,East,Active,Bachelor,Senior,Male,2022-11-26,5968
EMP01887,43.8,68363.86,12.73,57.1,7.0,3.0,Finance,West,On Leave,Bachelor,Junior,Prefer not to say,2023-03-22,3494
EMP01930,37.3,136954.77,5.87,44.69,9.0,4.0,Marketing,East,Inactive,Bachelor,Lead,Male,2010-09-22,5704
EMP01831,24.6,65619.73,12.07,84.61,6.0,5.0,Product,East,Inactive,High School,Senior,Male,2013-07-11,4123
EMP01587,,94991.2,7.56,54.25,2.0,3.0,Marketing,Central,Active,Bachelor,Manager,Male,2018-05-03,7533
EMP01121,45.9,73538.97,1.58,36.93,3.0,2.0,HR,Central,Active,Bachelor,Lead,Female,2011-09-14,9819
EMP01617,39.1,66755.34,7.7,69.36,4.0,2.0,Product,Central,Active,High School,Junior,Male,2011-07-10,7238
EMP01583,44.3,59942.91,5.02,46.71,2.0,4.0,Engineering,North,Active,High School,Junior,Female,2011-05-01,8534
EMP01063,26.9,146713.37,2.97,56.31,6.0,4.0,Operations,Central,Active,PhD,Mid,Male,2011-03-11,2550
EMP01781,39.8,42439.73,9.88,94.47,8.0,4.0,Operations,West,Active,Bachelor,Mid,Female,2017-09-02,1219
EMP01875,37.7,89803.67,,82.58,5.0,1.0,HR,North,Active,Master,Junior,Male,2012-09-16,2495
EMP01454,43.0,53701.46,7.56,120.79605869733727,1.0,4.0,,Central,Active,,Manager,Male,2021-06-22,1164
EMP01752,24.5,55651.84,4.36,88.32,4.0,4.0,Engineering,North,Inactive,Bachelor,Senior,Female,2013-03-24,8927
EMP01415,41.3,68456.69,1.9,96.36,6.0,3.0,Product,North,Active,Bachelor,Mid,Male,2011-06-08,4182
EMP01004,53.2,69301.4,8.38,88.98,9.0,3.0,Marketing,East,Inactive,Master,Lead,Female,2019-12-05,5454
EMP01059,41.3,70091.38,12.5,97.55,3.0,1.0,Marketing,Central,Active,Master,Junior,Male,2006-06-21,3858
EMP01224,21.9,116540.0,5.66,,5.0,4.0,Operations,West,On Leave,Bachelor,Lead,Female,2011-02-21,7759
EMP01280,34.1,93783.35,4.15,73.81,8.0,5.0,Finance,Central,Terminated,Master,Mid,Female,2008-12-15,7088
EMP01102,33.8,66522.34,8.59,87.31,5.0,5.0,Finance,West,On Leave,Master,Lead,Female,2020-06-22,7719
EMP01942,46.7,70066.21,2.63,50.55,4.0,3.0,Marketing,West,Inactive,High School,Lead,Male,2008-03-27,7897
EMP01222,,67793.55,0.05,91.85,,4.0,Finance,South,Active,Bachelor,Senior,Male,2021-11-27,7694
EMP01502,57.1,42223.18,2.62,67.25,2.0,3.0,Engineering,East,Active,Bachelor,Mid,Female,2013-10-11,9961
EMP01005,35.7,51662.02,0.37,39.43,4.0,1.0,HR,Central,Terminated,Bachelor,Mid,Male,2022-02-11,7870
EMP01466,35.8,99911.06,4.38,77.98,6.0,4.0,Engineering,North,Inactive,Bachelor,Mid,Female,2007-10-25,4949
EMP01053,31.2,79330.04,1.47,52.85,7.0,4.0,HR,South,Active,Bachelor,Director,,2007-10-25,9131
EMP01018,41.1,60791.62,0.6,70.29,1.0,3.0,Engineering,West,Pending,Associate,Manager,Female,2006-06-09,5379
EMP01766,31.0,78348.51,22.72,60.82,8.0,4.0,Engineering,East,Active,PhD,Senior,Female,2022-01-03,1069
EMP01936,33.0,57720.49,0.4,68.1,5.0,4.0,Product,Central,,Bachelor,Senior,Female,2019-10-14,4514
EMP01307,50.8,36307.89,1.31,68.16,6.0,3.0,Product,North,Inactive,Bachelor,Lead,Male,2005-08-04,3681
EMP01684,42.9,,3.38,96.37,6.0,4.0,Marketing,East,On Leave,Bachelor,Senior,Male,2018-02-15,3476
EMP01156,30.9,88570.14,4.95,79.76,5.0,4.0,Finance,West,Active,Bachelor,Junior,Male,2006-09-08,5169
EMP01002,26.7,279941.83,10.75,74.74,3.0,5.0,HR,North,Active,High School,Director,Male,2010-05-13,4566
EMP01943,,155409.18,,70.36,9.0,5.0,Sales,North,Active,Master,Senior,Male,2005-05-22,6494
EMP01659,40.0,,1.54,80.32,4.0,4.0,HR,North,Pending,Master,Mid,Male,2017-04-05,7993
EMP01249,55.7,48326.84,5.85,88.39,6.0,5.0,Engineering,Central,Active,High School,Manager,Male,2007-07-14,6637
EMP01250,42.0,52502.06,9.17,85.83,9.0,3.0,Marketing,East,Inactive,Bachelor,Junior,Female,2005-06-18,2360
EMP01359,41.2,41242.76,0.68,60.95,7.0,3.0,Marketing,South,Active,Bachelor,Senior,Male,2008-07-09,8983
EMP01512,37.5,99601.99,1.1,22.33,8.0,4.0,Engineering,West,Active,Bachelor,Senior,Female,2022-10-15,8723
EMP01431,26.2,64896.15,0.08,82.38,7.0,3.0,Engineering,South,Inactive,Master,Manager,Female,2017-10-16,6534
EMP01442,37.7,74767.16,2.01,64.38,4.0,5.0,Legal,West,Active,Bachelor,Junior,Female,2010-01-23,3232
EMP01839,47.8,78783.2,2.35,82.75,5.0,2.0,Operations,East,Active,Master,Senior,Male,2011-03-04,6866
EMP01873,24.2,49212.14,0.17,65.63,8.0,5.0,Finance,North,Active,Associate,Senior,Female,2010-11-27,
EMP01031,32.0,74528.06,0.51,85.07,4.0,4.0,Engineering,South,Inactive,Bachelor,Manager,Female,2011-08-12,2893
EMP01614,26.7,75916.41,6.53,91.38,7.0,5.0,Finance,North,Active,High School,Mid,Male,2017-05-20,7591
EMP01282,44.6,90239.84,6.75,80.82,7.0,3.0,Sales,East,Active,Master,Mid,Male,2019-11-16,6388
EMP01696,34.9,,0.39,80.5,4.0,3.0,Engineering,North,Active,Bachelor,Senior,Male,2015-05-27,9382
EMP01995,28.0,100491.74,13.28,75.87,5.0,4.0,Sales,West,On Leave,Bachelor,Junior,Male,2008-01-12,6238
EMP01118,26.3,43778.15,2.65,67.23,4.0,3.0,Marketing,West,Inactive,High School,,Female,2010-06-07,2524
EMP01543,43.3,40108.69,2.94,85.51,13.0,3.0,Sales,North,Active,High School,Senior,Female,2022-10-19,2509
EMP01117,37.7,55527.82,5.64,49.72,7.0,4.0,Operations,South,Inactive,Associate,Junior,Female,2020-08-10,3582
EMP01535,31.5,87930.36,2.0,76.55,13.0,5.0,Engineering,Central,Active,High School,Junior,Male,2005-11-10,5647
EMP01686,45.1,112633.66,17.24,94.43,5.0,5.0,HR,South,Active,High School,Senior,Female,2023-08-20,5010
EMP01292,33.1,70026.02,0.15,87.35,1.0,3.0,Marketing,South,Terminated,Master,Manager,Female,2010-11-18,6749
EMP01028,41.8,99704.21,1.4,,9.0,5.0,Operations,North,Active,Master,Senior,Male,2022-04-11,9011
EMP01382,32.0,90443.72,1.23,33.51,9.0,4.0,,North,Active,Bachelor,Manager,Female,2006-07-08,5348
EMP01308,32.1,,10.15,87.69,9.0,2.0,Marketing,Central,Active,High School,Junior,Female,2023-09-07,9941
EMP01559,41.9,65957.08,11.66,68.48,5.0,5.0,Finance,West,Active,Bachelor,Director,Male,2009-08-05,7410
EMP01097,42.3,71139.7,0.78,,7.0,5.0,Product,East,Active,Master,Lead,Male,2010-12-16,5295
EMP01201,41.6,82604.42,4.04,,7.0,4.0,,South,Inactive,Master,Senior,Male,2019-03-19,3306
EMP01735,48.3,54193.53,0.17,35.17,5.0,4.0,Sales,East,Pending,Master,Senior,Male,2021-10-16,5929
EMP01931,32.4,65116.64,1.71,72.87,6.0,3.0,Operations,South,Active,,Mid,Female,2013-02-04,6727
EMP01506,,127074.7,10.57,91.83,13.0,5.0,Sales,South,Active,Bachelor,Lead,Male,2007-04-15,4862
EMP01787,46.3,57860.09,1.62,71.42,4.0,4.0,Operations,West,Inactive,Master,Mid,Male,2008-11-15,8657
EMP01341,29.8,51553.78,2.48,90.29,8.0,2.0,HR,West,Inactive,Bachelor,Senior,Female,2021-03-05,1073
EMP01155,40.9,180066.66,3.34,85.94,9.0,3.0,Marketing,East,Active,High School,Senior,Female,2020-04-19,3539
EMP01885,,173118.68,1.88,82.84,6.0,4.0,Finance,Central,Active,Bachelor,Mid,Female,2012-12-25,5501
EMP01573,41.3,73180.91,4.51,84.37,5.0,5.0,Marketing,West,Inactive,High School,Junior,Female,2022-03-24,7095
EMP01749,31.9,82833.62,9.55,86.29,5.0,5.0,Engineering,North,Active,High School,Director,Female,2007-05-25,1665
EMP01809,50.6,42099.64,1.0,72.32,8.0,,Engineering,West,Active,Bachelor,Junior,Non-binary,2018-05-24,6783
EMP01323,29.8,213350.48,9.49,77.41,8.0,4.0,Finance,North,Active,Bachelor,Manager,Male,2017-01-23,1795
EMP01619,42.8,86814.9,8.85,30.59,5.0,4.0,,Central,,Bachelor,Lead,Prefer not to say,2023-12-04,8096
EMP01602,28.8,67880.05,1.34,32.81,11.0,4.0,Marketing,West,Active,PhD,Senior,Female,2019-05-13,7215
EMP01083,52.8,50061.32,2.55,74.48,1.0,5.0,Product,Central,Active,Master,Mid,Female,2015-06-11,3647
EMP01599,33.6,30652.43,18.3,62.44,5.0,3.0,Legal,East,Pending,Master,Mid,Female,2006-08-17,1995
EMP01465,36.9,106464.35,0.85,85.03,5.0,5.0,Engineering,North,Active,Associate,Mid,Male,2020-11-01,1368
EMP01897,36.3,89469.24,3.51,61.19,6.0,4.0,Engineering,Central,,Master,Senior,Male,2005-01-12,2831
EMP01334,31.2,73280.26,0.33,47.6,7.0,1.0,Finance,East,Active,Master,Senior,Non-binary,2015-12-07,8897
EMP01011,33.4,52519.23,11.71,81.05,9.0,3.0,Engineering,Central,Active,Bachelor,Mid,Female,2015-02-04,5400
EMP01471,35.2,51005.06,4.91,70.68,8.0,1.0,Operations,South,Active,Bachelor,Manager,Male,2022-05-13,8511
EMP01033,169.19823128003796,73269.63,0.67,93.8,9.0,1.0,HR,South,Inactive,Bachelor,Mid,Female,,2387
EMP01591,38.7,44795.79,0.72,91.57,5.0,4.0,Marketing,East,Inactive,Bachelor,Junior,Male,2010-07-25,1453
EMP01902,34.1,,2.65,82.3,5.0,5.0,Engineering,North,Pending,Master,Director,Male,2011-05-10,3173
EMP01383,21.0,49521.98,4.4,74.25,6.0,5.0,Engineering,North,Active,Bachelor,Lead,Male,2021-11-04,9086
EMP01622,42.7,66913.3,0.39,121.5524551605678,6.0,5.0,Engineering,West,Active,Bachelor,Lead,Female,2021-04-18,8895
EMP01571,38.2,,0.14,96.66,6.0,4.0,Operations,West,On Leave,PhD,Lead,Non-binary,2014-05-26,4751
EMP01927,32.4,62988.13,8.5,86.9,2.0,5.0,Engineering,East,Active,Master,Junior,Male,2018-07-17,9995
EMP01935,42.4,,1.7,52.36,8.0,2.0,Sales,East,Active,Bachelor,Senior,Prefer not to say,2012-02-08,3053
EMP01379,59.9,77346.64,2.68,84.82,3.0,3.0,Engineering,East,Pending,Master,Mid,Non-binary,2008-05-21,7848
EMP01090,43.1,98112.08,4.54,54.28,5.0,,Finance,East,Active,PhD,Senior,Female,,9970
EMP01214,44.5,53109.85,7.64,74.93,3.0,4.0,Sales,East,Active,Master,Senior,Male,2015-10-18,3729
EMP01862,22.8,,2.41,70.43,3.0,3.0,Engineering,South,Pending,PhD,Junior,Male,2021-03-02,4501
EMP01134,42.7,31783.25,10.35,38.52,7.0,1.0,Engineering,East,Terminated,Master,Mid,Female,2023-05-04,5980
EMP01023,23.5,51679.74,,46.54,7.0,4.0,Finance,West,Active,Master,Senior,Female,,6889
EMP01008,45.7,75042.75,9.27,44.62,3.0,5.0,Engineering,South,,Bachelor,Junior,Male,2011-12-10,2925
EMP01840,35.9,52066.63,7.46,86.35,10.0,5.0,Engineering,West,Inactive,Master,Junior,Male,2018-01-21,8083
EMP01321,39.0,127195.73,2.75,74.53,,4.0,Engineering,East,On Leave,High School,Lead,Female,2007-01-13,7319
EMP01803,39.0,100480.91,,71.07,4.0,3.0,Finance,North,Inactive,Master,Senior,Female,2019-05-18,9212
EMP01188,37.3,55973.49,0.1,62.84,,4.0,Product,East,Active,Master,Junior,Male,2017-10-09,2699
EMP01553,49.7,177085.14,24.84,59.01,7.0,2.0,Product,South,Active,Associate,Director,Male,2020-02-17,8230
EMP01305,37.8,89674.2,1.05,73.74,5.0,5.0,Operations,South,Inactive,Master,Mid,Female,2009-09-08,4627
EMP01032,56.5,,7.76,69.74,6.0,5.0,HR,West,Inactive,Master,Junior,Female,2014-09-06,1592
EMP01628,36.7,58022.85,0.57,,6.0,2.0,Engineering,East,Active,,Junior,Female,2023-02-11,5389
EMP01241,30.1,37640.75,5.74,87.46,11.0,3.0,Sales,West,Active,Master,Director,Female,2016-11-21,2998
EMP01747,39.9,33638.75,4.95,80.85,5.0,3.0,Marketing,Central,Active,Bachelor,Director,Female,2006-08-23,9796
EMP01175,40.8,59200.38,12.12,84.41,10.0,3.0,Operations,South,On Leave,Master,Junior,Male,2019-09-15,9659
EMP01246,34.7,171229.58,3.93,30.78,6.0,5.0,Engineering,North,Active,Bachelor,Junior,Female,2009-04-24,8526
EMP01057,29.6,,2.43,93.08,6.0,2.0,Product,West,Active,Master,Junior,Male,2016-08-05,9438
EMP01771,45.1,103518.99,3.17,83.22,12.0,1.0,Legal,North,On Leave,,Lead,Male,2017-08-16,6934
EMP01146,45.8,40169.3,3.11,61.54,3.0,5.0,,West,Terminated,Master,Junior,Female,2007-05-02,5173
EMP01091,,,22.29,53.62,,4.0,HR,West,On Leave,High School,Senior,Female,2021-09-06,2223
EMP01393,24.8,77363.89,1.6,87.54,8.0,4.0,Sales,South,On Leave,High School,Mid,Male,2007-05-03,4002
EMP01311,35.8,78997.25,8.05,55.88,6.0,1.0,Sales,West,Active,Associate,Mid,Male,2008-09-10,2226
EMP01360,,36986.7,2.49,86.61,5.0,1.0,Engineering,South,Active,Master,Senior,Male,2014-09-03,8723
EMP01094,34.7,33196.25,0.87,,6.0,2.0,Sales,East,Active,Bachelor,Junior,Female,2008-06-26,7359
EMP01894,49.7,53362.14,4.38,77.19,5.0,3.0,Operations,East,Active,Bachelor,Mid,Female,2023-03-18,8528
EMP01770,56.1,80653.91,5.81,77.83,4.0,5.0,Marketing,East,Pending,Bachelor,Junior,Male,2011-05-10,5084
EMP01377,46.7,43542.43,3.83,75.86,5.0,3.0,Finance,South,Active,High School,Junior,Female,2019-10-07,8414
EMP01244,46.7,53815.65,4.5,74.23,4.0,3.0,Marketing,Central,Active,Master,Mid,Female,2020-03-23,8229
EMP01949,37.5,75865.5,2.2,55.11,6.0,2.0,Sales,South,Active,PhD,Mid,Female,,3077
EMP01088,41.3,78842.13,0.91,89.57,6.0,3.0,Finance,Central,Active,Master,Junior,Male,2013-02-22,1333
EMP01215,34.8,44301.07,6.23,80.16,,5.0,Sales,Central,Active,Bachelor,Lead,Male,2014-07-10,9122
EMP01053,37.8,123560.35,,91.85,,4.0,Legal,West,On Leave,Master,Junior,Male,2006-02-06,8461
EMP01174,41.4,,3.82,38.98,5.0,4.0,Engineering,West,Active,Bachelor,Manager,Male,2017-08-07,2044
EMP01426,51.7,78120.71,3.25,87.5,11.0,5.0,Engineering,East,Active,Master,Lead,Male,,6538
EMP01795,27.2,206451.08,3.82,18.97,6.0,4.0,Engineering,East,Active,Master,Senior,Male,2014-12-07,8000
EMP01119,49.4,60893.65,0.12,92.92,6.0,3.0,Sales,South,Active,Bachelor,Mid,Female,2011-09-26,8226
EMP01120,45.5,91303.11,2.68,60.73,7.0,4.0,Operations,Central,Pending,Bachelor,Senior,Female,2016-10-10,1892
EMP01653,35.3,28484.53,1.74,68.65,5.0,4.0,Engineering,East,Active,Bachelor,Junior,Female,2023-10-05,3818
EMP01001,43.0,50434.61,0.92,94.34,5.0,3.0,Legal,Central,Active,Bachelor,,Female,2020-05-06,3408
EMP01395,49.8,25692.29,0.45,56.05,4.0,2.0,Engineering,South,Active,Bachelor,Mid,Non-binary,2017-03-10,3672
EMP01402,32.0,38231.52,3.9,45.15,,5.0,Marketing,Central,Inactive,PhD,Senior,Male,2020-09-04,9141
EMP01405,33.5,96224.51,0.03,,3.0,3.0,Engineering,,Active,Bachelor,Manager,Male,2015-11-14,1297
EMP01633,36.4,60429.82,9.06,38.71,3.0,3.0,Marketing,North,Active,Bachelor,Senior,Female,2020-01-13,4628
EMP01774,47.7,129759.71,6.16,74.84,4.0,3.0,Operations,South,Active,Master,Director,Female,2011-12-19,2648
EMP01163,49.6,118800.0,1.71,,3.0,4.0,Operations,Central,Inactive,Master,Junior,Female,2013-02-11,7808
EMP01115,36.1,89725.84,0.86,65.67,6.0,3.0,Sales,South,Active,Bachelor,Junior,Female,2015-03-19,
EMP01151,40.5,151731.22,1.12,87.46,6.0,3.0,Marketing,West,Active,Bachelor,Senior,Female,2014-12-21,1458
EMP01603,46.7,116516.2,5.44,63.36,2.0,2.0,Engineering,West,Active,High School,Mid,Non-binary,2023-05-12,4468
EMP01595,48.4,31972.64,2.13,62.29,7.0,1.0,Sales,West,Inactive,Master,Junior,Female,2017-11-24,8204
EMP01926,22.8,56879.5,4.14,42.98,4.0,4.0,Product,East,Inactive,Bachelor,Mid,Male,2019-02-23,4609
EMP01369,39.0,79810.38,1.45,70.14,3.0,4.0,Operations,East,Inactive,High School,Senior,Male,2012-11-05,6806
EMP01544,52.4,103356.62,16.23,81.91,6.0,4.0,Engineering,East,Inactive,Bachelor,Mid,Male,2019-04-01,2858
EMP01478,41.1,150370.63,3.35,74.95,9.0,3.0,,,Active,High School,Junior,Male,2017-08-26,7040
EMP01533,37.3,130705.16,0.13,61.27,3.0,5.0,Marketing,West,Active,Associate,Mid,Female,2012-11-21,1623
EMP01159,26.1,97172.22,2.57,72.5,10.0,4.0,,West,Active,High School,Mid,Male,2023-02-04,5470
EMP01972,31.2,56388.05,2.66,66.22,6.0,5.0,Finance,East,Active,Bachelor,Mid,Female,2016-10-10,3895
EMP01982,42.3,70461.07,1.34,94.65,8.0,3.0,Sales,South,Pending,Master,Manager,Male,2013-01-01,7518
EMP01259,42.4,80713.7,28.75,44.47,6.0,5.0,Sales,Central,Inactive,,Junior,Non-binary,2022-02-04,3974
EMP01868,41.3,70803.68,10.01,75.3,10.0,3.0,Engineering,West,Active,Bachelor,Senior,Male,2019-08-17,2954
EMP01136,53.5,20349.59,2.6,66.68,,3.0,MARKETING,North,On Leave,Bachelor,Senior,Female,2019-07-21,6666
EMP01948,31.1,57689.32,17.37,79.42,10.0,3.0,Legal,West,Active,Bachelor,Junior,Female,2007-10-13,1517
EMP01652,49.3,72234.38,,69.34,5.0,5.0,Finance,South,Active,Bachelor,Manager,Female,2012-05-22,2740
EMP01593,42.8,42125.5,0.91,79.15,6.0,4.0,Engineering,West,Active,Master,Mid,Female,2019-08-15,3143
EMP01914,53.8,,5.02,49.16,10.0,5.0,Operations,Central,Active,Associate,Lead,Female,2022-07-21,1905
EMP01502,57.1,42223.18,2.62,67.25,2.0,3.0,Engineering,East,Active,Bachelor,Mid,Female,2013-10-11,9961
EMP01539,48.1,134241.88,1.65,52.79,2.0,3.0,Marketing,West,Active,Bachelor,Senior,Non-binary,2011-03-03,
EMP01846,42.9,91612.94,,58.89,7.0,4.0,HR,South,Active,Associate,Mid,Male,2018-07-08,1721
EMP01582,33.8,88145.72,0.38,76.81,5.0,1.0,HR,Central,Inactive,Bachelor,Mid,Male,2011-12-05,8954
EMP01344,32.9,43502.34,8.25,93.4,6.0,4.0,Engineering,South,Inactive,Master,Mid,Male,,8561
EMP01072,44.2,58971.36,9.44,64.85,2.0,3.0,Operations,Central,Active,Bachelor,Lead,Male,2011-08-07,3266
EMP01012,28.2,134674.74,4.58,78.46,3.0,4.0,Engineering,West,Inactive,Associate,Senior,Male,2006-07-15,7024
EMP01294,46.5,139411.33,1.06,74.73,8.0,5.0,Engineering,,On Leave,High School,Junior,Female,2008-06-12,2594
EMP01365,44.9,883458.6406930423,5.21,83.4,9.0,4.0,Finance,Central,Active,Bachelor,Mid,Female,2011-02-26,4275
EMP01645,35.5,82306.79,0.48,65.93,8.0,3.0,,East,Active,Bachelor,Mid,Male,2007-09-21,3230
EMP01015,21.0,89021.63,1.37,89.8,5.0,4.0,Legal,South,Active,High School,Mid,Male,2006-05-14,4444
EMP01087,47.2,82764.62,4.65,88.53,5.0,4.0,Product,West,Active,Bachelor,Senior,Female,2007-06-24,4159
EMP01371,38.2,60192.27,8.76,79.97,5.0,,Sales,Central,Active,Bachelor,Senior,Female,2005-12-27,7762
EMP01166,42.1,,2.65,96.77,9.0,5.0,Finance,South,Active,PhD,Mid,Female,2011-11-18,7308
EMP01903,38.3,42845.53,0.69,85.22,3.0,4.0,Engineering,West,Inactive,Bachelor,Mid,Female,2006-01-22,4078
EMP01336,36.5,72528.3,1.84,69.97,6.0,4.0,Finance,Central,Active,Master,Mid,Non-binary,2014-11-02,2919
EMP01060,47.8,39274.79,5.09,63.62,9.0,,Engineering,South,Active,Bachelor,Junior,Male,2018-05-15,2367
EMP01053,37.8,123560.35,,91.85,,4.0,Legal,West,On Leave,Master,Junior,Male,2006-02-06,8461
EMP01425,44.5,136250.32,2.44,78.22,5.0,4.0,Marketing,South,Inactive,Bachelor,Mid,Female,2016-03-24,8775
EMP01293,32.1,160190.64,13.85,78.01,6.0,2.0,Marketing,Central,On Leave,Master,Junior,Male,2008-10-11,3993
EMP01042,39.7,70156.46,3.33,84.98,10.0,4.0,Engineering,East,Inactive,Bachelor,Junior,Male,2020-11-21,2903
EMP01330,44.3,80187.58,5.18,84.47,3.0,4.0,Legal,South,Active,Associate,Junior,Male,2015-01-07,4651
EMP01615,62.5,132753.36,1.06,69.09,4.0,3.0,Sales,North,Inactive,Master,Mid,Female,2014-08-15,8708
EMP01430,21.0,66607.02,0.25,43.24,5.0,5.0,Legal,Central,Terminated,Bachelor,Mid,Female,2016-04-06,5370
EMP01080,21.0,57337.5,5.67,89.1,8.0,3.0,Sales,,Pending,Master,Director,Female,2015-12-22,8142
EMP01029,32.0,42423.59,0.57,92.81,9.0,4.0,Engineering,South,Active,Master,Junior,Non-binary,2018-07-08,1275
EMP01255,22.8,76403.91,0.6,31.82,4.0,3.0,Operations,South,Inactive,Master,Manager,Male,2010-06-22,7156
EMP01769,31.7,94155.42,0.86,75.52,7.0,2.0,Product,East,Active,High School,Manager,Male,2009-07-15,5590
EMP01459,32.5,65875.57,4.44,56.19,,3.0,Sales,West,Terminated,Master,Director,Male,2023-01-15,5691
EMP01384,32.7,63326.14,2.89,47.34,9.0,4.0,Sales,East,Active,Bachelor,Director,Female,2019-07-26,8073
EMP01314,46.1,53649.22,11.84,72.01,3.0,5.0,HR,North,Active,Master,Senior,Female,2019-09-19,2038
EMP01085,29.9,37344.57,6.18,86.77,7.0,3.0,Operations,Central,Active,Bachelor,Manager,Female,2014-07-26,6108
EMP01575,46.3,127576.73,4.4,69.67,4.0,1.0,Marketing,East,Inactive,Associate,Mid,Female,2013-01-17,2545
EMP01137,30.2,594694.8638119497,0.18,68.09,7.0,3.0,Engineering,East,Active,Master,Mid,Male,2021-06-18,8647
EMP01112,37.7,59712.4,1.36,47.03,5.0,2.0,Engineering,Central,Active,Master,Senior,,2013-10-27,9814
EMP01195,39.7,80547.61,6.57,86.53,7.0,5.0,HR,East,Active,Master,Senior,Female,2007-07-15,2850
EMP01179,35.4,38194.3,2.81,59.42,13.0,4.0,Engineering,Central,Active,Bachelor,Senior,Non-binary,2011-04-23,5555
EMP01907,24.4,67321.57,1.62,87.22,6.0,2.0,MARKETING,Central,Active,Bachelor,Mid,Female,2016-11-23,1361
EMP01497,27.6,130345.32,5.44,69.59,2.0,5.0,Marketing,East,Pending,High School,Senior,Female,2016-11-05,1811
EMP01130,33.0,90339.27,0.8,52.23,3.0,5.0,Engineering,West,Active,Master,Director,Female,2007-03-20,5993
EMP01338,34.8,60592.95,3.25,64.16,5.0,4.0,HR,Central,Active,Bachelor,Junior,Female,2010-03-01,8775
EMP01609,21.0,67289.9,10.51,,4.0,4.0,Operations,South,Active,Master,Mid,Female,2022-08-22,9897
EMP01125,43.9,57567.67,0.24,82.17,10.0,3.0,Product,East,Inactive,Bachelor,Mid,Male,2014-02-11,1552
EMP01983,28.3,30732.83,7.26,67.84,6.0,4.0,Marketing,,Active,Master,Mid,Male,2012-01-15,6786
EMP01227,38.6,58916.77,,75.77,6.0,4.0,Operations,East,Active,Master,Senior,Female,2010-04-08,5296
EMP01269,33.6,65679.68,10.06,72.9,7.0,2.0,Engineering,Central,Active,PhD,Senior,Female,2005-03-22,2248
EMP02000,43.7,49636.56,4.67,75.65,14.0,3.0,Finance,Central,Inactive,Bachelor,Junior,Female,2008-06-20,7712
EMP01176,,102569.82,8.79,59.8,6.0,4.0,Engineering,West,Active,Master,Manager,Male,2012-01-03,9545
EMP01104,30.0,197144.67,0.5,73.58,4.0,5.0,Product,South,Pending,Bachelor,Senior,Male,2010-06-06,9704
EMP01594,41.3,62550.45,3.77,62.96,6.0,2.0,Engineering,South,Active,Bachelor,Mid,Female,2005-05-04,7345
EMP01874,30.7,23904.82,11.23,67.54,8.0,4.0,Engineering,East,,Bachelor,Junior,Male,2023-02-22,4936
EMP01677,26.9,57194.87,3.64,88.43,5.0,5.0,Legal,,Active,High School,Junior,Female,2008-03-24,4301
EMP01228,27.2,67395.91,9.16,59.17,4.0,2.0,Marketing,Central,Active,Master,Manager,Male,2012-03-18,9048
EMP01037,40.1,111386.81,5.59,,5.0,5.0,Engineering,North,On Leave,Associate,Mid,Female,2012-10-08,6133
EMP01302,32.4,62918.68,11.43,82.9,7.0,5.0,Legal,East,Active,Bachelor,Senior,Female,2005-06-01,5521
EMP01276,42.6,64349.18,0.36,64.04,5.0,2.0,Marketing,West,Pending,,Junior,Male,2009-01-14,5802
EMP01127,28.1,122825.96,3.63,71.62,6.0,4.0,Sales,East,Active,PhD,Director,Male,,8760
EMP01406,44.2,,7.37,60.52,3.0,3.0,Finance,South,Active,PhD,Mid,Female,2023-10-15,7080
EMP01911,34.9,40137.65,22.09,38.98,6.0,3.0,Sales,South,Active,Master,Senior,Female,2023-08-04,3822
EMP01037,40.1,111386.81,5.59,,5.0,5.0,Engineering,North,On Leave,Associate,Mid,Female,2012-10-08,6133
EMP01140,25.7,50286.11,1.39,77.17,6.0,3.0,Sales,West,Active,Bachelor,Junior,Female,2013-11-10,2955
EMP01304,44.1,120396.64,1.13,62.55,16.0,4.0,Finance,North,On Leave,Master,Senior,Male,2020-09-15,1499
EMP01268,23.7,33919.26,5.23,30.75,8.0,5.0,Finance,,Inactive,High School,Junior,Female,2016-01-13,8435
EMP01534,25.9,48745.66,8.69,50.02,8.0,3.0,Product,West,Active,Bachelor,Lead,Male,2015-07-02,3766
EMP01546,30.0,100195.14,2.39,51.32,4.0,,Legal,West,Active,Bachelor,Director,Non-binary,2005-01-03,5705
EMP01213,47.5,75725.74,4.88,75.92,5.0,5.0,Operations,East,Active,Bachelor,Lead,Male,2009-05-20,6108
EMP01469,32.7,125131.89,0.96,81.43,4.0,3.0,Operations,West,Active,Master,Lead,Male,2020-05-17,6304
EMP01199,,64927.61,0.46,72.0,6.0,2.0,Product,East,Active,Bachelor,Senior,Non-binary,2020-04-26,7744
EMP01673,34.6,63795.56,1.88,89.08,8.0,5.0,Marketing,East,Active,Master,Junior,Female,2018-06-11,1442
